experiment_name,split_method,evaluation,fold,model,model_config,model_experiment,training_mode,rows,accuracy,f1,recall,precision,fpr,fnr,tpr,tnr,auc,fit_seconds,accuracy_std,f1_std,recall_std,precision_std,fpr_std,fnr_std,tpr_std,tnr_std,auc_std,fit_seconds_std,label_counts,prediction_counts
stratified__fold_val__linear_svc:oversampled__fold_5,stratified,fold_val,fold_5,linear_svc,oversampled,linear_svc:oversampled,supervised,15335,0.8993,0.749,0.7936,0.7174,0.0343,0.2064,0.7936,0.9657,,64.24,,,,,,,,,,,"{""0"": 11491, ""1"": 1984, ""2"": 1257, ""3"": 529, ""4"": 69, ""5"": 5}","{""0"": 11344, ""1"": 1913, ""2"": 1470, ""3"": 507, ""4"": 94, ""5"": 7}"
stratified__fold_val__linear_svc:strong_regularization__fold_5,stratified,fold_val,fold_5,linear_svc,strong_regularization,linear_svc:strong_regularization,supervised,15335,0.8996,0.5936,0.539,0.684,0.0499,0.461,0.539,0.9501,,1.85,,,,,,,,,,,"{""0"": 11491, ""1"": 1984, ""2"": 1257, ""3"": 529, ""4"": 69, ""5"": 5}","{""0"": 12241, ""1"": 1849, ""2"": 860, ""3"": 348, ""4"": 36, ""5"": 1}"
stratified__fold_val__linear_svc:weak_regularization__fold_5,stratified,fold_val,fold_5,linear_svc,weak_regularization,linear_svc:weak_regularization,supervised,15335,0.8993,0.7276,0.7274,0.7386,0.0408,0.2726,0.7274,0.9592,,8.32,,,,,,,,,,,"{""0"": 11491, ""1"": 1984, ""2"": 1257, ""3"": 529, ""4"": 69, ""5"": 5}","{""0"": 11733, ""1"": 1902, ""2"": 1207, ""3"": 428, ""4"": 58, ""5"": 7}"
stratified__fold_mean__linear_svc:balanced,stratified,fold_mean,,linear_svc,balanced,linear_svc:balanced,supervised,76679,0.9039,0.7294,0.7357,0.7327,0.0347,0.2643,0.7357,0.9653,,2.788,0.0019,0.0181,0.0349,0.0143,0.0013,0.0349,0.0349,0.0013,,0.1692,,
stratified__fold_mean__linear_svc:default,stratified,fold_mean,,linear_svc,default,linear_svc:default,supervised,76679,0.9066,0.7126,0.665,0.7925,0.0411,0.335,0.665,0.9589,,2.232,0.0015,0.0136,0.0284,0.0206,0.0009,0.0284,0.0284,0.0009,,0.0898,,
stratified__fold_mean__linear_svc:oversampled,stratified,fold_mean,,linear_svc,oversampled,linear_svc:oversampled,supervised,76679,0.8977,0.7292,0.7464,0.7212,0.0349,0.2536,0.7464,0.9651,,58.218,0.0026,0.0162,0.0271,0.0222,0.0012,0.027,0.0271,0.0012,,5.5176,,
stratified__fold_mean__linear_svc:strong_regularization,stratified,fold_mean,,linear_svc,strong_regularization,linear_svc:strong_regularization,supervised,76679,0.901,0.6279,0.5591,0.7872,0.0497,0.4409,0.5591,0.9503,,1.754,0.0009,0.0334,0.0214,0.086,0.0005,0.0214,0.0214,0.0005,,0.0905,,
stratified__fold_mean__linear_svc:weak_regularization,stratified,fold_mean,,linear_svc,weak_regularization,linear_svc:weak_regularization,supervised,76679,0.8991,0.7084,0.6803,0.7523,0.0407,0.3196,0.6803,0.9593,,7.502,0.0022,0.0221,0.0323,0.0271,0.0011,0.0323,0.0323,0.0011,,0.4352,,
stratified__fold_mean__logistic_regression:balanced,stratified,fold_mean,,logistic_regression,balanced,logistic_regression:balanced,supervised,76679,0.8857,0.7151,0.8209,0.6633,0.0313,0.1791,0.8209,0.9687,,11.834,0.0013,0.0079,0.0242,0.0111,0.0006,0.0242,0.0242,0.0006,,1.381,,
stratified__fold_mean__logistic_regression:default,stratified,fold_mean,,logistic_regression,default,logistic_regression:default,supervised,76679,0.9021,0.6117,0.5563,0.716,0.0478,0.4437,0.5563,0.9522,,10.312,0.0013,0.0207,0.0136,0.0696,0.0005,0.0137,0.0137,0.0005,,0.4446,,
stratified__fold_mean__logistic_regression:oversampled,stratified,fold_mean,,logistic_regression,oversampled,logistic_regression:oversampled,supervised,76679,0.8957,0.7361,0.8014,0.7044,0.0316,0.1986,0.8014,0.9684,,24.208,0.0018,0.0036,0.0204,0.0244,0.001,0.0204,0.0205,0.001,,2.7147,,
stratified__fold_mean__logistic_regression:strong_regularization,stratified,fold_mean,,logistic_regression,strong_regularization,logistic_regression:strong_regularization,supervised,76679,0.873,0.4986,0.4327,0.6839,0.0733,0.5673,0.4327,0.9267,,6.068,0.0009,0.0099,0.0072,0.0241,0.0008,0.0072,0.0072,0.0008,,0.3841,,
stratified__fold_mean__logistic_regression:weak_regularization,stratified,fold_mean,,logistic_regression,weak_regularization,logistic_regression:weak_regularization,supervised,76679,0.9049,0.6942,0.6263,0.8285,0.0428,0.3737,0.6263,0.9572,,14.392,0.0013,0.0063,0.0087,0.0202,0.0005,0.0087,0.0087,0.0005,,2.0059,,
stratified__fold_mean__naive_bayes:default,stratified,fold_mean,,naive_bayes,default,naive_bayes:default,supervised,76679,0.8614,0.4251,0.3766,0.5716,0.0813,0.6234,0.3766,0.9187,0.8526,1.278,0.0006,0.002,0.0011,0.0027,0.0005,0.0011,0.0011,0.0005,0.0113,0.0624,,
stratified__fold_mean__naive_bayes:high_smoothing,stratified,fold_mean,,naive_bayes,high_smoothing,naive_bayes:high_smoothing,supervised,76679,0.8429,0.3835,0.3352,0.5774,0.0971,0.6649,0.3352,0.9029,0.8221,1.302,0.0011,0.0007,0.0007,0.0019,0.0005,0.0008,0.0007,0.0005,0.0137,0.0728,,
stratified__fold_mean__naive_bayes:low_smoothing,stratified,fold_mean,,naive_bayes,low_smoothing,naive_bayes:low_smoothing,supervised,76679,0.8789,0.5876,0.5553,0.6807,0.0441,0.4447,0.5553,0.9559,0.9311,1.326,0.0012,0.0335,0.022,0.0732,0.0006,0.022,0.022,0.0006,0.0015,0.0941,,
stratified__fold_mean__naive_bayes:oversampled,stratified,fold_mean,,naive_bayes,oversampled,naive_bayes:oversampled,supervised,76679,0.7444,0.4749,0.7795,0.4208,0.0515,0.2205,0.7795,0.9485,0.9424,1.408,0.0021,0.0032,0.0187,0.0022,0.0005,0.0187,0.0187,0.0005,0.007,0.1157,,
